Grasp,Object,Task,Video,TimeStamp,Subject,Duration,A,B,C,GraspedDimension,Rigidity,Roundness,Mass,CCObj,GraspSize,PIP,OppType,Shape,Type,Force,Constraint,Class,CCTask,blackRatio
adduction,small part,arranging object,82,02:53.7,Machinist 2,0.96,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
adduction,writing utensil,holding tool,82,02:54.7,Machinist 2,1.88,14.5,1,1,b/c,rigid,a,20,0,1,Intermediate,Side,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,82,02:56.6,Machinist 2,0.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,micrometer,measuring object,82,02:57.3,Machinist 2,2.72,11.5,1.75,1.75,b/c,rigid,a,170,0,1.75,Intermediate,Side,prolate,cylinder,CCTask,CCTask,CCTask,1,0
tripod,micrometer,measuring object,82,03:00.0,Machinist 2,2.6,11.5,1.75,1.75,b/c,rigid,a,170,0,1.75,Precision,Pad,prolate,cylinder,CCTask,CCTask,CCTask,1,0
lateral tripod,micrometer,measuring object,82,03:02.6,Machinist 2,10.8,11.5,1.75,1.75,b/c,rigid,a,170,0,1.75,Intermediate,Side,prolate,cylinder,CCTask,CCTask,CCTask,1,0
no grasp,,,82,03:13.4,Machinist 2,18.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,writing utensil,holding tool,82,03:32.0,Machinist 2,1,14.5,1,1,b/c,rigid,a,20,0,1,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
writing tripod,writing utensil,writing,82,03:33.0,Machinist 2,0.8,14.5,1,1,b/c,rigid,a,20,0,1,Precision,Side,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,82,03:33.8,Machinist 2,0.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small part,holding part,82,03:34.2,Machinist 2,8.08,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,82,03:42.3,Machinist 2,0.92,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,rod-like handle,turning handle,82,03:43.2,Machinist 2,7.44,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,03:50.6,Machinist 2,0.36,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small part,holding part,82,03:51.0,Machinist 2,1,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,82,03:52.0,Machinist 2,0.76,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,rod-like handle,turning handle,82,03:52.8,Machinist 2,5.04,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,03:57.8,Machinist 2,6.04,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,drawer handle,opening,82,04:03.8,Machinist 2,0.52,10,1,1,b/c,rigid,non-round,1000,0,1,Power,Pad,prolate,long prism,CCTask,CCTask,CCTask,1,0
no grasp,,,82,04:04.4,Machinist 2,0.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,tool box,arranging object,82,04:05.2,Machinist 2,0.76,,,,CCObj,CCObj,CCObj,,1,2,Power,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,82,04:06.0,Machinist 2,0.48,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,tool box,opening,82,04:06.5,Machinist 2,6.36,,,,CCObj,CCObj,CCObj,,1,2,Precision,Pad,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
extension type,tool box,arranging object,82,04:12.8,Machinist 2,0.68,,,,CCObj,CCObj,CCObj,,1,2,Power,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,82,04:13.5,Machinist 2,1.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,tool box,arranging object,82,04:15.4,Machinist 2,1.08,,,,CCObj,CCObj,CCObj,,1,2,Power,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,82,04:16.5,Machinist 2,0.56,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,end mill,holding part,82,04:17.0,Machinist 2,0.64,11.5,0.75,0.75,b/c,rigid,a,65,0,0.75,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,82,04:17.7,Machinist 2,0.64,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,end mill,holding part,82,04:18.3,Machinist 2,1.68,11.5,0.75,0.75,b/c,rigid,a,65,0,0.75,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
lateral tripod,end mill,holding part,82,04:20.0,Machinist 2,0.92,11.5,0.75,0.75,b/c,rigid,a,65,0,0.75,Intermediate,Side,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,82,04:20.9,Machinist 2,0.76,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
parallel extension,drawer,opening,82,04:21.7,Machinist 2,0.88,15,8,1.5,c,rigid,non-round,1000,0,1.5,Precision,Pad,bladed,irregular,CCTask,CCTask,CCTask,1,0
no grasp,,,82,04:22.6,Machinist 2,1.2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,small part,holding part,82,04:23.8,Machinist 2,13.48,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,82,04:37.2,Machinist 2,0.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
no grasp,,,82,04:44.9,Machinist 2,0.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,wrench,holding tool,82,04:45.7,Machinist 2,1.36,15,2,0.75,b,rigid,non-round,250,0,2,Intermediate,Side,bladed,irregular,weight,uuu,hold,0,0
stick,wrench,holding tool,82,04:49.9,Machinist 2,1.36,15,2,0.75,b,rigid,non-round,250,0,2,Intermediate,Side,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,82,04:51.2,Machinist 2,1.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,rod-like handle,pushing handle,82,04:52.8,Machinist 2,0.08,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Intermediate,Side,prolate,cylinder,interaction,txx,use,0,0
no grasp,,,82,04:52.9,Machinist 2,0.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
adduction,rod-like handle,turning handle,82,04:53.5,Machinist 2,2.12,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,04:55.6,Machinist 2,1.68,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,plastic shield,lifting plastic shield,82,05:00.4,Machinist 2,0.96,15,15,0.75,c,rigid,non-round,350,0,0.75,Precision,Pad,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,05:01.3,Machinist 2,1.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,wrench,holding tool,82,05:03.1,Machinist 2,0.36,15,2,0.75,b,rigid,non-round,250,0,2,Precision,Pad,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,82,05:03.5,Machinist 2,0.84,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,paper,arranging object,82,05:04.3,Machinist 2,1.68,15,15,0.2,b/c,squeezable,non-round,10,0,15,Precision,Pad,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,82,05:06.0,Machinist 2,0.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,wrench,cranking wrench,82,05:06.4,Machinist 2,2.2,15,2,0.75,b,rigid,non-round,250,0,2,Power,Palm,bladed,irregular,interaction,rxx,use,0,0
no grasp,,,82,05:08.6,Machinist 2,0.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,rod,holding part,82,05:09.4,Machinist 2,0.4,15,1.25,1.25,b/c,rigid,a,300,0,1.25,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,82,05:09.8,Machinist 2,0.48,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,small part,holding part,82,05:10.3,Machinist 2,0.44,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
palmar,small part,holding part,82,05:10.7,Machinist 2,0.32,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,weight,uuu,hold,0,0
lateral tripod,small part,holding part,82,05:11.0,Machinist 2,0.68,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
lateral tripod,small part,holding part,82,05:11.7,Machinist 2,0.68,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
lateral tripod,small part,holding part,82,05:12.4,Machinist 2,0.8,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
sphere-4 finger,small part,holding part,82,05:13.2,Machinist 2,1.4,,,,CCObj,CCObj,CCObj,,1,,Power,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,82,05:14.6,Machinist 2,0.28,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,small part,holding part,82,05:14.9,Machinist 2,0.48,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,82,05:15.4,Machinist 2,0.56,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,tissue,arranging object,82,05:15.9,Machinist 2,0.8,,,,floppy,floppy,floppy,4,0,,Precision,Pad,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:16.7,Machinist 2,0.24,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:17.0,Machinist 2,0.52,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
power sphere,tissue,arranging object,82,05:17.5,Machinist 2,0.28,,,,floppy,floppy,floppy,4,0,,Power,Palm,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:17.8,Machinist 2,1.16,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:18.9,Machinist 2,1.72,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:20.6,Machinist 2,1.2,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
power sphere,tissue,arranging object,82,05:21.8,Machinist 2,1.64,,,,floppy,floppy,floppy,4,0,,Power,Palm,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:23.5,Machinist 2,0.64,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:24.1,Machinist 2,0.32,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:24.4,Machinist 2,0.4,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:24.8,Machinist 2,0.92,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:25.8,Machinist 2,1,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:26.8,Machinist 2,2.44,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,tissue,arranging object,82,05:29.2,Machinist 2,0.84,,,,floppy,floppy,floppy,4,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
tripod,tissue,arranging object,82,05:30.0,Machinist 2,2.48,,,,floppy,floppy,floppy,4,0,,Precision,Pad,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,82,05:32.5,Machinist 2,2.2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
stick,hammer,holding tool,82,05:34.7,Machinist 2,1.32,15,2,2,b/c,rigid,a,400,0,2,Intermediate,Side,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,82,05:36.0,Machinist 2,0.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
palmar,plastic shield,lifting plastic shield,82,05:36.8,Machinist 2,1.32,15,15,0.75,c,rigid,non-round,350,0,0.75,Power,Palm,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,05:38.1,Machinist 2,1.32,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,mill,preparing mill,82,05:39.4,Machinist 2,2.68,,,,CCObj,CCObj,CCObj,,1,6,Intermediate,Side,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,82,05:42.1,Machinist 2,0.64,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
palmar,plastic shield,lifting plastic shield,82,05:42.7,Machinist 2,1.6,15,15,0.75,c,rigid,non-round,350,0,0.75,Power,Palm,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,05:44.3,Machinist 2,0.64,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,plastic shield,lifting plastic shield,82,05:45.0,Machinist 2,0.72,15,15,0.75,c,rigid,non-round,350,0,0.75,Precision,Pad,oblate,short prism,interaction,rxx,hold,0,0
palmar,plastic shield,lifting plastic shield,82,05:45.7,Machinist 2,6.48,15,15,0.75,c,rigid,non-round,350,0,0.75,Power,Palm,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,05:52.2,Machinist 2,0.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,mill,preparing mill,82,05:53.0,Machinist 2,1.48,,,,CCObj,CCObj,CCObj,,1,6,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
tripod,mill,preparing mill,82,05:54.4,Machinist 2,2.24,,,,CCObj,CCObj,CCObj,,1,6,Precision,Pad,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,82,05:56.7,Machinist 2,0.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ventral,mill,preparing mill,82,05:57.5,Machinist 2,1.2,,,,CCObj,CCObj,CCObj,,1,6,Intermediate,Side,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
stick,mill,preparing mill,82,05:58.7,Machinist 2,1.52,,,,CCObj,CCObj,CCObj,,1,6,Intermediate,Side,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,82,06:00.2,Machinist 2,0.84,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
palmar,plastic shield,lifting plastic shield,82,06:01.0,Machinist 2,5.16,15,15,0.75,c,rigid,non-round,350,0,0.75,Power,Palm,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:06.2,Machinist 2,0.76,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
sphere-3 finger,mill,preparing mill,82,06:07.0,Machinist 2,0.6,,,,CCObj,CCObj,CCObj,,1,6,Power,Pad,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
ventral,mill,preparing mill,82,06:07.6,Machinist 2,4.12,,,,CCObj,CCObj,CCObj,,1,6,Intermediate,Side,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,82,06:11.7,Machinist 2,1.08,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,plastic shield,lifting plastic shield,82,06:12.8,Machinist 2,1.68,15,15,0.75,c,rigid,non-round,350,0,0.75,Power,Pad,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:14.4,Machinist 2,0.68,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
palmar,plastic shield,lifting plastic shield,82,06:15.1,Machinist 2,1.4,15,15,0.75,c,rigid,non-round,350,0,0.75,Power,Palm,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:16.5,Machinist 2,0.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,plastic shield,lifting plastic shield,82,06:17.1,Machinist 2,0.44,15,15,0.75,c,rigid,non-round,350,0,0.75,Precision,Pad,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:17.6,Machinist 2,1.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,plastic shield,lifting plastic shield,82,06:19.0,Machinist 2,2.44,15,15,0.75,c,rigid,non-round,350,0,0.75,Precision,Pad,oblate,short prism,interaction,rxx,hold,0,0
thumb-3 finger,plastic shield,lifting plastic shield,82,06:21.4,Machinist 2,1.36,15,15,0.75,c,rigid,non-round,350,0,0.75,Precision,Pad,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:22.8,Machinist 2,0.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,plastic shield,lifting plastic shield,82,06:23.5,Machinist 2,6.68,15,15,0.75,c,rigid,non-round,350,0,0.75,Intermediate,Side,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:30.2,Machinist 2,0.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,plastic shield,lifting plastic shield,82,06:30.9,Machinist 2,0.48,15,15,0.75,c,rigid,non-round,350,0,0.75,Precision,Pad,oblate,short prism,interaction,rxx,hold,0,0
palmar,plastic shield,lifting plastic shield,82,06:31.4,Machinist 2,1.04,15,15,0.75,c,rigid,non-round,350,0,0.75,Power,Palm,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:32.4,Machinist 2,0.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,mill,preparing mill,82,06:33.0,Machinist 2,2.56,,,,CCObj,CCObj,CCObj,,1,6,Precision,Pad,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,82,06:35.6,Machinist 2,0.96,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,plastic shield,lifting plastic shield,82,06:36.5,Machinist 2,4.72,15,15,0.75,c,rigid,non-round,350,0,0.75,Precision,Pad,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:41.2,Machinist 2,0.68,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,mill,preparing mill,82,06:41.9,Machinist 2,2.92,,,,CCObj,CCObj,CCObj,,1,6,Precision,Pad,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
small diameter,mill,preparing mill,82,06:44.8,Machinist 2,4,,,,CCObj,CCObj,CCObj,,1,6,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,82,06:48.8,Machinist 2,0.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,plastic shield,lifting plastic shield,82,06:49.7,Machinist 2,1.36,15,15,0.75,c,rigid,non-round,350,0,0.75,Precision,Pad,oblate,short prism,interaction,rxx,hold,0,0
no grasp,,,82,06:51.1,Machinist 2,7.32,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ventral,rod-like handle,pulling handle,82,06:58.4,Machinist 2,0.68,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
adduction,rod-like handle,turning handle,82,06:59.1,Machinist 2,5.76,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:04.8,Machinist 2,0.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ventral,rod-like handle,turning handle,82,07:05.2,Machinist 2,1.24,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:06.5,Machinist 2,1.52,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small knob,turning knob,82,07:08.0,Machinist 2,4.16,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:12.2,Machinist 2,0.84,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle,turning handle,82,07:13.0,Machinist 2,0.56,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:13.6,Machinist 2,4.16,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
inferior pincer,rod-like handle,turning handle,82,07:17.7,Machinist 2,3.04,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
medium wrap,rod-like handle,turning handle,82,07:20.8,Machinist 2,1,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:21.8,Machinist 2,0.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,rod-like handle,turning handle,82,07:22.2,Machinist 2,2.84,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:25.0,Machinist 2,0.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle,turning handle,82,07:25.7,Machinist 2,0.44,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:26.2,Machinist 2,0.36,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small knob,turning knob,82,07:26.5,Machinist 2,6.68,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:33.2,Machinist 2,6.04,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,rod-like handle,turning handle,82,07:39.2,Machinist 2,2,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
stick,rod-like handle,turning handle,82,07:41.2,Machinist 2,3.32,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
ventral,rod-like handle,turning handle,82,07:44.6,Machinist 2,1.28,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:45.8,Machinist 2,2.64,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small knob,turning knob,82,07:48.5,Machinist 2,2.4,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,07:50.9,Machinist 2,0.96,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle,turning handle,82,07:51.8,Machinist 2,16.64,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:08.5,Machinist 2,2.36,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle,turning handle,82,08:10.8,Machinist 2,1.88,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:12.7,Machinist 2,3.44,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle,turning handle,82,08:16.2,Machinist 2,1.28,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:17.4,Machinist 2,2.64,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle,turning handle,82,08:20.1,Machinist 2,1,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:21.1,Machinist 2,3.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle,turning handle,82,08:24.9,Machinist 2,1.28,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:26.2,Machinist 2,9.48,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,rod-like handle,turning handle,82,08:35.6,Machinist 2,1.56,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:37.2,Machinist 2,2.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,rod-like handle,turning handle,82,08:40.0,Machinist 2,5.84,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:45.8,Machinist 2,2.08,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,rod-like handle,turning handle,82,08:47.9,Machinist 2,3.28,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:51.2,Machinist 2,3.56,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,rod-like handle,turning handle,82,08:54.8,Machinist 2,2.8,15,1.25,1.25,b/c,rigid,a,400,0,1.25,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,82,08:57.6,Machinist 2,2.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
