ID,Subject,Grasp,ADL,Video,StartFrame,EndFrame,OppType,PIP,VirtualFingers,Thumb,Duration,depthStart,depthEnd,SequenceNum
Grasp03376,subject 7,small diameter,housekeeping,subject_7_gopro_seg_6.avi,11631,11715,Palm,Power,2-5,Abd,2.8,11620,11704,0
Grasp03377,subject 7,index finger extension,housekeeping,subject_7_gopro_seg_6.avi,11822,12470,Palm,Power,3-5,Add,21.6,11811,12461,0
Grasp03378,subject 7,index finger extension,housekeeping,subject_7_gopro_seg_6.avi,12554,12689,Palm,Power,3-5,Add,4.5,12545,12680,0
Grasp03379,subject 7,small diameter,housekeeping,subject_7_gopro_seg_6.avi,13347,13448,Palm,Power,2-5,Abd,3.37,13338,13439,0
Grasp03380,subject 7,medium wrap,housekeeping,subject_7_gopro_seg_6.avi,13465,13598,Palm,Power,2-5,Abd,4.43,13456,13655,0
Grasp03381,subject 7,adducted thumb,housekeeping,subject_7_gopro_seg_6.avi,13601,13661,Palm,Power,2-5,Add,2,13648,13654,0
Grasp03382,subject 7,medium wrap,housekeeping,subject_7_gopro_seg_6.avi,13854,13972,Palm,Power,2-5,Abd,3.93,13847,13868,0
Grasp03383,subject 9,extension type,cooking,subject_9_gopro_seg_1.avi,30,69,Pad,Power,2-4,Abd,1.3,27,67,0
Grasp03384,subject 9,palmar pinch,cooking,subject_9_gopro_seg_1.avi,75,148,Pad,Precision,2,Abd,2.43,73,142,0
Grasp03385,subject 9,quadpod,cooking,subject_9_gopro_seg_1.avi,164,183,Pad,Precision,2-4,Abd,0.63,158,182,0
Grasp03386,subject 9,prismatic 2 finger,cooking,subject_9_gopro_seg_1.avi,188,224,Pad,Precision,2-3,Abd,1.2,185,221,0
Grasp03387,subject 9,push,cooking,subject_9_gopro_seg_1.avi,382,395,NoGrip,NoGrip,NoGrip,NoGrip,0.43,379,392,0
Grasp03388,subject 9,sphere 4 finger,cooking,subject_9_gopro_seg_1.avi,402,441,Pad,Power,2,Abd,1.3,399,436,0
Grasp03389,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_1.avi,448,464,Pad,Precision,2-5,Abd,0.53,443,459,0
Grasp03390,subject 9,adducted thumb,cooking,subject_9_gopro_seg_1.avi,468,1582,Palm,Power,2-5,Add,37.13,463,1577,1
Grasp03391,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_1.avi,1583,1592,Pad,Precision,2-5,Abd,0.3,1578,1587,2
Grasp03392,subject 9,power disk,cooking,subject_9_gopro_seg_1.avi,1623,1709,Palm,Power,2-5,Abd,2.87,1616,1702,0
Grasp03393,subject 9,index finger extension,cooking,subject_9_gopro_seg_1.avi,1845,1874,Palm,Power,3-5,Add,0.97,1838,1865,0
Grasp03394,subject 9,power disk,cooking,subject_9_gopro_seg_1.avi,1886,1919,Palm,Power,2-5,Abd,1.1,1877,1912,0
Grasp03395,subject 9,palmar pinch,cooking,subject_9_gopro_seg_1.avi,1930,2075,Pad,Precision,2,Abd,4.83,1923,2068,0
Grasp03396,subject 9,large diameter,cooking,subject_9_gopro_seg_1.avi,2084,2134,Palm,Power,2-5,Abd,1.67,2077,2127,1
Grasp03397,subject 9,power sphere,cooking,subject_9_gopro_seg_1.avi,2327,2561,Palm,Power,2-5,Abd,7.8,2317,2551,0
Grasp03398,subject 9,tripod,cooking,subject_9_gopro_seg_1.avi,3166,3265,Pad,Precision,2-3,Abd,3.3,3158,3259,0
Grasp03399,subject 9,quadpod,cooking,subject_9_gopro_seg_1.avi,3341,3464,Pad,Precision,2-4,Abd,4.1,3331,3454,0
Grasp03400,subject 9,precision sphere,cooking,subject_9_gopro_seg_1.avi,3501,3561,Pad,Precision,2-5,Abd,2,3493,3553,0
Grasp03401,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_1.avi,3564,3575,Pad,Precision,2-5,Abd,0.37,3556,3567,0
Grasp03402,subject 9,adducted thumb,cooking,subject_9_gopro_seg_1.avi,3577,3790,Palm,Power,2-5,Add,7.1,3569,3782,1
Grasp03403,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,3843,3937,Pad,Precision,2,Abd,3.13,3835,3929,0
Grasp03404,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,3943,4031,Pad,Precision,2,Abd,2.93,3935,4023,0
Grasp03405,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,4036,4065,Pad,Precision,2,Abd,0.97,4028,4057,0
Grasp03406,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,4066,4082,Pad,Precision,2,Abd,0.53,4058,4074,0
Grasp03407,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,4083,4129,Pad,Precision,2,Abd,1.53,4073,4119,0
Grasp03408,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,4132,4159,Pad,Precision,2,Abd,0.9,4122,4149,0
Grasp03409,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,4163,4249,Pad,Precision,2,Abd,2.87,4153,4239,0
Grasp03410,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,4256,4361,Pad,Precision,2,Abd,3.5,4246,4351,0
Grasp03411,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_1.avi,4526,4542,Pad,Precision,2-5,Abd,0.53,4516,4532,0
Grasp03412,subject 9,adducted thumb,cooking,subject_9_gopro_seg_1.avi,4548,6210,Palm,Power,2-5,Add,55.4,4538,6198,1
Grasp03413,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_1.avi,6214,6243,Pad,Precision,2-5,Abd,0.97,6204,6233,2
Grasp03414,subject 9,inferior pincer,cooking,subject_9_gopro_seg_1.avi,6338,6357,Pad,Precision,2,Abd,0.63,6328,6347,0
Grasp03415,subject 9,palmar pinch,cooking,subject_9_gopro_seg_1.avi,6364,6388,Pad,Precision,2,Abd,0.8,6354,6378,0
Grasp03416,subject 9,extension type,cooking,subject_9_gopro_seg_1.avi,6390,6449,Pad,Power,2-4,Abd,1.97,6380,6439,1
Grasp03417,subject 9,stick,cooking,subject_9_gopro_seg_1.avi,6450,7588,Side,Intermediate,2,Add,37.93,6434,7572,2
Grasp03418,subject 9,parallel extension,cooking,subject_9_gopro_seg_1.avi,7731,7772,Pad,Precision,2-5,Abd,1.37,7723,7764,0
Grasp03419,subject 9,precision sphere,cooking,subject_9_gopro_seg_1.avi,7778,7806,Pad,Precision,2-5,Abd,0.93,7770,7798,0
Grasp03420,subject 9,power sphere,cooking,subject_9_gopro_seg_1.avi,7876,7989,Palm,Power,2-5,Abd,3.77,7868,7981,0
Grasp03421,subject 9,precision sphere,cooking,subject_9_gopro_seg_1.avi,8035,8060,Pad,Precision,2-5,Abd,0.83,8027,8052,0
Grasp03422,subject 9,precision sphere,cooking,subject_9_gopro_seg_1.avi,8061,8092,Pad,Precision,2-5,Abd,1.03,8053,8085,1
Grasp03423,subject 9,precision sphere,cooking,subject_9_gopro_seg_1.avi,8096,8253,Pad,Precision,2-5,Abd,5.23,8089,8246,0
Grasp03424,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_1.avi,8316,8353,Pad,Precision,2-4,Abd,1.23,8307,8344,0
Grasp03425,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_1.avi,8760,8810,Pad,Precision,2-4,Abd,1.67,8751,8801,0
Grasp03426,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_1.avi,8898,8947,Pad,Precision,2-4,Abd,1.63,8889,8938,0
Grasp03427,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_1.avi,10326,10354,Pad,Precision,2-5,Abd,0.93,10317,10347,0
Grasp03428,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_1.avi,10624,10755,Pad,Precision,2-5,Abd,4.37,10617,10738,0
Grasp03429,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_1.avi,11031,11067,Pad,Precision,2-5,Abd,1.2,11014,11050,0
Grasp03430,subject 9,extension type,cooking,subject_9_gopro_seg_1.avi,11071,11142,Pad,Power,2-4,Abd,2.37,11054,11125,1
Grasp03431,subject 9,index finger extension,cooking,subject_9_gopro_seg_1.avi,11175,11608,Palm,Power,3-5,Add,14.43,11158,11591,2
Grasp03432,subject 9,tip pinch,cooking,subject_9_gopro_seg_1.avi,11621,11632,Pad,Precision,2,Abd,0.37,11604,11615,0
Grasp03433,subject 9,large diameter,cooking,subject_9_gopro_seg_1.avi,11635,11679,Palm,Power,2-5,Abd,1.47,11618,11662,0
Grasp03434,subject 9,stick,cooking,subject_9_gopro_seg_1.avi,11961,12161,Side,Intermediate,2,Add,6.67,11944,12144,0
Grasp03435,subject 9,index finger extension,cooking,subject_9_gopro_seg_1.avi,12162,12250,Palm,Power,3-5,Add,2.93,12145,12233,1
Grasp03436,subject 9,stick,cooking,subject_9_gopro_seg_1.avi,12254,12339,Side,Intermediate,2,Add,2.83,12237,12322,2
Grasp03437,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_2.avi,10,57,Pad,Precision,2-5,Abd,1.57,10,57,0
Grasp03438,subject 9,index finger extension,cooking,subject_9_gopro_seg_2.avi,79,261,Palm,Power,3-5,Add,6.07,79,261,0
Grasp03439,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_2.avi,286,308,Pad,Precision,2-5,Abd,0.73,286,309,0
Grasp03440,subject 9,stick,cooking,subject_9_gopro_seg_2.avi,309,3667,Side,Intermediate,2,Add,111.93,310,3668,1
Grasp03441,subject 9,extension type,cooking,subject_9_gopro_seg_2.avi,3684,3755,Pad,Power,2-4,Abd,2.37,3687,3758,0
Grasp03442,subject 9,extension type,cooking,subject_9_gopro_seg_2.avi,3847,4002,Pad,Power,2-4,Abd,5.17,3840,3995,0
Grasp03443,subject 9,quadpod,cooking,subject_9_gopro_seg_2.avi,4021,4327,Pad,Precision,2-4,Abd,10.2,4014,4320,0
Grasp03444,subject 9,quadpod,cooking,subject_9_gopro_seg_2.avi,4339,4391,Pad,Precision,2-4,Abd,1.73,4331,4383,0
Grasp03445,subject 9,precision sphere,cooking,subject_9_gopro_seg_2.avi,4398,4443,Pad,Precision,2-5,Abd,1.5,4390,4435,0
Grasp03446,subject 9,quadpod,cooking,subject_9_gopro_seg_2.avi,4451,4511,Pad,Precision,2-4,Abd,2,4443,4503,0
Grasp03447,subject 9,quadpod,cooking,subject_9_gopro_seg_2.avi,4529,4607,Pad,Precision,2-4,Abd,2.6,4521,4597,0
Grasp03448,subject 9,quadpod,cooking,subject_9_gopro_seg_2.avi,4616,4946,Pad,Precision,2-4,Abd,11,4606,4936,0
Grasp03449,subject 9,quadpod,cooking,subject_9_gopro_seg_2.avi,4961,5315,Pad,Precision,2-4,Abd,11.8,4951,5302,0
Grasp03450,subject 9,precision disk,cooking,subject_9_gopro_seg_2.avi,5373,5560,Pad,Precision,2-5,Abd,6.23,5360,5547,0
Grasp03451,subject 9,precision sphere,cooking,subject_9_gopro_seg_2.avi,5568,5689,Pad,Precision,2-5,Abd,4.03,5555,5676,0
Grasp03452,subject 9,precision sphere,cooking,subject_9_gopro_seg_2.avi,5698,5811,Pad,Precision,2-5,Abd,3.77,5685,5798,0
Grasp03453,subject 9,precision sphere,cooking,subject_9_gopro_seg_2.avi,5820,5905,Pad,Precision,2-5,Abd,2.83,5807,5892,0
Grasp03454,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_2.avi,5928,5947,Pad,Precision,2-5,Abd,0.63,5915,5934,0
Grasp03455,subject 9,index finger extension,cooking,subject_9_gopro_seg_2.avi,5948,7637,Palm,Power,3-5,Add,56.3,5935,7624,1
Grasp03456,subject 9,writing tripod,cooking,subject_9_gopro_seg_2.avi,7641,7893,Side,Precision,3,Abd,8.4,7628,7880,2
Grasp03457,subject 9,index finger extension,cooking,subject_9_gopro_seg_2.avi,7894,9390,Palm,Power,3-5,Add,49.87,7881,9377,3
Grasp03458,subject 9,stick,cooking,subject_9_gopro_seg_2.avi,9391,9414,Side,Intermediate,2,Add,0.77,9378,9401,4
Grasp03459,subject 9,precision disk,cooking,subject_9_gopro_seg_2.avi,9425,9520,Pad,Precision,2-5,Abd,3.17,9412,9509,0
Grasp03460,subject 9,precision disk,cooking,subject_9_gopro_seg_2.avi,9526,9552,Pad,Precision,2-5,Abd,0.87,9517,9543,0
Grasp03461,subject 9,lateral tripod,cooking,subject_9_gopro_seg_2.avi,9734,9776,Side,Intermediate,3,Add,1.4,9716,9758,0
Grasp03462,subject 9,power disk,cooking,subject_9_gopro_seg_2.avi,9853,10008,Palm,Power,2-5,Abd,5.17,9835,9990,0
Grasp03463,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_2.avi,10050,10071,Pad,Precision,2-4,Abd,0.7,10032,10053,0
Grasp03464,subject 9,parallel extension,cooking,subject_9_gopro_seg_2.avi,10332,10460,Pad,Precision,2-5,Abd,4.27,10314,10442,0
Grasp03465,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_2.avi,10552,10569,Pad,Precision,2-5,Abd,0.57,10534,10547,0
Grasp03466,subject 9,stick,cooking,subject_9_gopro_seg_2.avi,10570,10577,Side,Intermediate,2,Add,0.23,10548,10555,1
Grasp03467,subject 9,index finger extension,cooking,subject_9_gopro_seg_2.avi,10578,11793,Palm,Power,3-5,Add,40.5,10550,11768,2
Grasp03468,subject 9,extension type,cooking,subject_9_gopro_seg_2.avi,11869,11906,Pad,Power,2-4,Abd,1.23,11844,11881,0
Grasp03469,subject 9,extension type,cooking,subject_9_gopro_seg_2.avi,11914,12027,Pad,Power,2-4,Abd,3.77,11889,12002,0
Grasp03470,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_2.avi,12333,12372,Pad,Precision,2-4,Abd,1.3,12308,12347,0
Grasp03471,subject 9,writing tripod,cooking,subject_9_gopro_seg_2.avi,12379,13213,Side,Precision,3,Abd,27.8,12359,13193,0
Grasp03472,subject 9,lateral tripod,cooking,subject_9_gopro_seg_2.avi,13215,13233,Side,Intermediate,3,Add,0.6,13195,13213,1
Grasp03473,subject 9,inferior pincer,cooking,subject_9_gopro_seg_2.avi,13246,13377,Pad,Precision,2,Abd,4.37,13226,13357,0
Grasp03474,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_2.avi,13401,13413,Pad,Precision,2-5,Abd,0.4,13381,13393,0
Grasp03475,subject 9,writing tripod,cooking,subject_9_gopro_seg_2.avi,13435,13811,Side,Precision,3,Abd,12.53,13411,13787,1
Grasp03476,subject 9,lateral tripod,cooking,subject_9_gopro_seg_2.avi,13818,13911,Side,Intermediate,3,Add,3.1,13794,13887,2
Grasp03477,subject 9,inferior pincer,cooking,subject_9_gopro_seg_2.avi,14029,14138,Pad,Precision,2,Abd,3.63,14005,14114,0
Grasp03478,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_2.avi,14158,14168,Pad,Precision,2-5,Abd,0.33,14134,14144,0
Grasp03479,subject 9,writing tripod,cooking,subject_9_gopro_seg_2.avi,14187,15199,Side,Precision,3,Abd,33.73,14160,15172,1
Grasp03480,subject 9,lateral tripod,cooking,subject_9_gopro_seg_2.avi,15220,15236,Side,Intermediate,3,Add,0.53,15193,15209,2
Grasp03481,subject 9,tripod,cooking,subject_9_gopro_seg_2.avi,15258,15334,Pad,Precision,2-3,Abd,2.53,15231,15303,0
Grasp03482,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_2.avi,15349,15359,Pad,Precision,2-5,Abd,0.33,15318,15328,0
Grasp03483,subject 9,writing tripod,cooking,subject_9_gopro_seg_2.avi,15380,17123,Side,Precision,3,Abd,58.1,15348,17091,1
Grasp03484,subject 9,prismatic 2 finger,cooking,subject_9_gopro_seg_3.avi,395,429,Pad,Precision,2-3,Abd,1.13,395,429,0
Grasp03485,subject 9,prismatic 2 finger,cooking,subject_9_gopro_seg_3.avi,431,469,Pad,Precision,2-3,Abd,1.27,431,469,1
Grasp03486,subject 9,stick,cooking,subject_9_gopro_seg_3.avi,473,509,Side,Intermediate,2,Add,1.2,473,509,2
Grasp03487,subject 9,index finger extension,cooking,subject_9_gopro_seg_3.avi,515,542,Palm,Power,3-5,Add,0.9,515,542,3
Grasp03488,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_3.avi,548,583,Pad,Precision,2-4,Abd,1.17,548,583,0
Grasp03489,subject 9,index finger extension,cooking,subject_9_gopro_seg_3.avi,590,930,Palm,Power,3-5,Add,11.33,590,930,0
Grasp03490,subject 9,push,cooking,subject_9_gopro_seg_3.avi,933,948,NoGrip,NoGrip,NoGrip,NoGrip,0.5,933,948,1
Grasp03491,subject 9,precision disk,cooking,subject_9_gopro_seg_3.avi,949,1169,Pad,Precision,2-5,Abd,7.33,949,1169,2
Grasp03492,subject 9,power sphere,cooking,subject_9_gopro_seg_3.avi,1172,1212,Palm,Power,2-5,Abd,1.33,1172,1215,3
Grasp03493,subject 9,prismatic 2 finger,cooking,subject_9_gopro_seg_3.avi,1220,1297,Pad,Precision,2-3,Abd,2.57,1223,1300,4
Grasp03494,subject 9,power sphere,cooking,subject_9_gopro_seg_3.avi,1311,1338,Palm,Power,2-5,Abd,0.9,1314,1341,5
Grasp03495,subject 9,push,cooking,subject_9_gopro_seg_3.avi,1342,1354,NoGrip,NoGrip,NoGrip,NoGrip,0.4,1345,1357,6
Grasp03496,subject 9,precision disk,cooking,subject_9_gopro_seg_3.avi,1355,1370,Pad,Precision,2-5,Abd,0.5,1358,1373,7
Grasp03497,subject 9,lift,cooking,subject_9_gopro_seg_3.avi,1371,1404,NoGrip,NoGrip,NoGrip,NoGrip,1.1,1374,1407,8
Grasp03498,subject 9,power sphere,cooking,subject_9_gopro_seg_3.avi,1405,1456,Palm,Power,2-5,Abd,1.7,1408,1459,9
Grasp03499,subject 9,push,cooking,subject_9_gopro_seg_3.avi,1460,1470,NoGrip,NoGrip,NoGrip,NoGrip,0.33,1463,1473,10
Grasp03500,subject 9,power sphere,cooking,subject_9_gopro_seg_3.avi,1472,1532,Palm,Power,2-5,Abd,2,1475,1535,11
Grasp03501,subject 9,precision sphere,cooking,subject_9_gopro_seg_3.avi,1536,1879,Pad,Precision,2-5,Abd,11.43,1539,1878,12
Grasp03502,subject 9,precision sphere,cooking,subject_9_gopro_seg_3.avi,1895,2310,Pad,Precision,2-5,Abd,13.83,1894,2307,0
Grasp03503,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_3.avi,2317,2349,Pad,Precision,2-4,Abd,1.07,2314,2346,0
Grasp03504,subject 9,push,cooking,subject_9_gopro_seg_3.avi,3014,3037,NoGrip,NoGrip,NoGrip,NoGrip,0.77,3011,3034,0
Grasp03505,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_3.avi,3039,3319,Pad,Precision,2-4,Abd,9.33,3036,3316,1
Grasp03506,subject 9,extension type,cooking,subject_9_gopro_seg_3.avi,3598,3690,Pad,Power,2-4,Abd,3.07,3595,3687,0
Grasp03507,subject 9,power disk,cooking,subject_9_gopro_seg_3.avi,3758,3837,Palm,Power,2-5,Abd,2.63,3752,3831,0
Grasp03508,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_3.avi,3986,4009,Pad,Precision,2-4,Abd,0.77,3980,4003,0
Grasp03509,subject 9,push,cooking,subject_9_gopro_seg_3.avi,4081,4097,NoGrip,NoGrip,NoGrip,NoGrip,0.53,4075,4091,0
Grasp03510,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_3.avi,4103,4122,Pad,Precision,2-4,Abd,0.63,4097,4116,1
Grasp03511,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_3.avi,4199,4260,Pad,Precision,2-5,Abd,2.03,4193,4254,0
Grasp03512,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_3.avi,4273,4300,Pad,Precision,2-4,Abd,0.9,4267,4299,0
Grasp03513,subject 9,prismatic 4 finger,cooking,subject_9_gopro_seg_3.avi,4307,4330,Pad,Precision,2-5,Abd,0.77,4306,4323,0
Grasp03514,subject 9,precision sphere,cooking,subject_9_gopro_seg_3.avi,4397,4419,Pad,Precision,2-5,Abd,0.73,4390,4412,0
Grasp03515,subject 9,parallel extension,cooking,subject_9_gopro_seg_3.avi,4420,5059,Pad,Precision,2-5,Abd,21.3,4413,5041,1
Grasp03516,subject 9,precision sphere,cooking,subject_9_gopro_seg_3.avi,5176,5474,Pad,Precision,2-5,Abd,9.93,5160,5458,0
Grasp03517,subject 9,precision sphere,cooking,subject_9_gopro_seg_3.avi,5580,5692,Pad,Precision,2-5,Abd,3.73,5564,5676,0
Grasp03518,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_3.avi,5791,5816,Pad,Precision,2-4,Abd,0.83,5773,5798,0
Grasp03519,subject 9,precision sphere,cooking,subject_9_gopro_seg_3.avi,5820,5851,Pad,Precision,2-5,Abd,1.03,5802,5833,0
Grasp03520,subject 9,precision sphere,cooking,subject_9_gopro_seg_3.avi,6031,6048,Pad,Precision,2-5,Abd,0.57,6013,6030,1
Grasp03521,subject 9,prismatic 3 finger,cooking,subject_9_gopro_seg_3.avi,6105,6145,Pad,Precision,2-4,Abd,1.33,6088,6128,2
Grasp03522,subject 9,precision disk,cooking,subject_9_gopro_seg_3.avi,6195,6220,Pad,Precision,2-5,Abd,0.83,6178,6204,0
Grasp03523,subject 9,prismatic 2 finger,cooking,subject_9_gopro_seg_3.avi,6221,6246,Pad,Precision,2-3,Abd,0.83,6205,6228,1
Grasp03524,subject 9,power sphere,cooking,subject_9_gopro_seg_3.avi,6248,6310,Palm,Power,2-5,Abd,2.07,6230,6292,2
Grasp03525,subject 9,precision sphere,housekeeping,subject_9_gopro_seg_4.avi,9,59,Pad,Precision,2-5,Abd,1.67,9,59,0
Grasp03526,subject 9,parallel extension,housekeeping,subject_9_gopro_seg_4.avi,60,470,Pad,Precision,2-5,Abd,13.67,60,413,1
Grasp03527,subject 9,parallel extension,housekeeping,subject_9_gopro_seg_4.avi,493,1588,Pad,Precision,2-5,Abd,36.5,436,1434,2
Grasp03528,subject 9,parallel extension,housekeeping,subject_9_gopro_seg_4.avi,1589,3821,Pad,Precision,2-5,Abd,74.4,1435,3358,0
Grasp03529,subject 9,precision sphere,housekeeping,subject_9_gopro_seg_4.avi,3822,3886,Pad,Precision,2-5,Abd,2.13,3359,3426,1
Grasp03530,subject 9,parallel extension,housekeeping,subject_9_gopro_seg_4.avi,3887,5331,Pad,Precision,2-5,Abd,48.13,3427,4801,2
Grasp03531,subject 9,prismatic 4 finger,housekeeping,subject_9_gopro_seg_4.avi,5341,5357,Pad,Precision,2-5,Abd,0.53,4811,4827,3
Grasp03532,subject 9,parallel extension,housekeeping,subject_9_gopro_seg_4.avi,5362,6441,Pad,Precision,2-5,Abd,35.97,4832,5849,0
Grasp03533,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,6560,6585,Palm,Power,2-5,Abd,0.83,5968,5989,0
Grasp03534,subject 9,ventral,laundry,subject_9_gopro_seg_4.avi,6683,6732,Side,Intermediate,2,Add,1.63,6088,6137,0
Grasp03535,subject 9,lateral tripod,laundry,subject_9_gopro_seg_4.avi,6795,6857,Side,Intermediate,3,Add,2.07,6198,6260,1
Grasp03536,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,6924,6952,Palm,Power,2-5,Abd,0.93,6324,6352,0
Grasp03537,subject 9,fixed hook,laundry,subject_9_gopro_seg_4.avi,6952,7022,Palm,Power,2-5,Add,2.33,6352,6422,1
Grasp03538,subject 9,tripod,laundry,subject_9_gopro_seg_4.avi,7030,7082,Pad,Precision,2-3,Abd,1.73,6430,6482,2
Grasp03539,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,7083,7114,Palm,Power,2-5,Abd,1.03,6483,6514,3
Grasp03540,subject 9,stick,laundry,subject_9_gopro_seg_4.avi,7222,7279,Side,Intermediate,2,Add,1.9,6622,6679,0
Grasp03541,subject 9,stick,laundry,subject_9_gopro_seg_4.avi,7282,7297,Side,Intermediate,2,Add,0.5,6682,6697,0
Grasp03542,subject 9,stick,laundry,subject_9_gopro_seg_4.avi,7383,7495,Side,Intermediate,2,Add,3.73,6780,6892,1
Grasp03543,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,8516,8653,Palm,Power,2-5,Abd,4.57,7903,8017,0
Grasp03544,subject 9,parallel extension,laundry,subject_9_gopro_seg_4.avi,8661,8692,Pad,Precision,2-5,Abd,1.03,8025,8056,0
Grasp03545,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,9061,9525,Palm,Power,2-5,Abd,15.47,8395,8839,0
Grasp03546,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,9584,9760,Palm,Power,2-5,Abd,5.87,8892,9052,0
Grasp03547,subject 9,index finger extension,laundry,subject_9_gopro_seg_4.avi,9860,10399,Palm,Power,3-5,Add,17.97,9150,9585,0
Grasp03548,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,10504,10525,Palm,Power,2-5,Abd,0.7,9672,9693,0
Grasp03549,subject 9,index finger extension,laundry,subject_9_gopro_seg_4.avi,10528,11140,Palm,Power,3-5,Add,20.4,9696,10308,1
Grasp03550,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,11225,11239,Palm,Power,2-5,Abd,0.47,10265,10279,0
Grasp03551,subject 9,index finger extension,laundry,subject_9_gopro_seg_4.avi,11242,12059,Palm,Power,3-5,Add,27.23,10282,11101,1
Grasp03552,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,12189,12206,Palm,Power,2-5,Abd,0.57,11231,11248,0
Grasp03553,subject 9,index finger extension,laundry,subject_9_gopro_seg_4.avi,12209,12706,Palm,Power,3-5,Add,16.57,11251,11680,1
Grasp03554,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,12929,12945,Palm,Power,2-5,Abd,0.53,11903,11919,0
Grasp03555,subject 9,index finger extension,laundry,subject_9_gopro_seg_4.avi,12948,13160,Palm,Power,3-5,Add,7.07,11922,12107,1
Grasp03556,subject 9,medium wrap,laundry,subject_9_gopro_seg_4.avi,13246,13638,Palm,Power,2-5,Abd,13.07,12185,12577,0
Grasp03557,subject 9,extension type,laundry,subject_9_gopro_seg_4.avi,13669,13785,Pad,Power,2-4,Abd,3.87,12608,12719,0
Grasp03558,subject 9,stick,laundry,subject_9_gopro_seg_4.avi,13854,13944,Side,Intermediate,2,Add,3,12788,12872,0
Grasp03559,subject 9,small diameter,housekeeping,subject_9_gopro_seg_5.avi,79,118,Palm,Power,2-5,Abd,1.3,68,103,0
Grasp03560,subject 9,medium wrap,housekeeping,subject_9_gopro_seg_5.avi,126,146,Palm,Power,2-5,Abd,0.67,111,131,0
Grasp03561,subject 9,small diameter,housekeeping,subject_9_gopro_seg_5.avi,152,185,Palm,Power,2-5,Abd,1.1,137,170,0
Grasp03562,subject 9,medium wrap,housekeeping,subject_9_gopro_seg_5.avi,198,322,Palm,Power,2-5,Abd,4.13,183,307,0
Grasp03563,subject 9,adducted thumb,housekeeping,subject_9_gopro_seg_5.avi,325,363,Palm,Power,2-5,Add,1.27,310,348,1
Grasp03564,subject 9,medium wrap,housekeeping,subject_9_gopro_seg_5.avi,372,402,Palm,Power,2-5,Abd,1,357,371,0
Grasp03565,subject 9,ventral,housekeeping,subject_9_gopro_seg_5.avi,599,628,Side,Intermediate,2,Add,0.97,548,577,0
Grasp03566,subject 9,ventral,housekeeping,subject_9_gopro_seg_5.avi,637,671,Side,Intermediate,2,Add,1.13,586,620,0
Grasp03567,subject 9,ventral,housekeeping,subject_9_gopro_seg_5.avi,694,788,Side,Intermediate,2,Add,3.13,647,741,0
Grasp03568,subject 9,medium wrap,housekeeping,subject_9_gopro_seg_5.avi,1166,1224,Palm,Power,2-5,Abd,1.93,1109,1167,0
